3830 LFJ;Turismo;RENAULT;Clio;SERVICIOS GENERALES;BIFUELA/BIFUEL;PLG+GASOLINA/GLP+GASOLINA;49.400;01/03/2022;;RENTING;;28/02/2023 17:30;28/02/2023 17:30
2195 FZW;Turismo;VOLKSWAGEN;Golf;SERVICIOS GENERALES;DIESELA/DIESEL; ;122.982;01/03/2022;;RENTING;;28/02/2023 17:30;28/02/2023 17:30
1916 GBK;Turismo;VOLKSWAGEN;Golf;SERVICIOS GENERALES;DIESELA/DIESEL; ;84.849;01/03/2022;;RENTING;;28/02/2023 17:30;28/02/2023 17:30
0026 DTP;Furgoneta;VOLKSWAGEN;Caddy;SERVICIOS GENERALES;DIESELA/DIESEL; ;0;01/03/2022;;PROPIEDAD;;28/02/2023 17:30;28/02/2023 17:30
5884 KLC;Turismo;SEAT;Ibiza;SERVICIOS GENERALES;BIFUELA/BIFUEL;GN+GASOLINA;0;01/03/2022;;PROPIEDAD;;28/02/2023 17:30;28/02/2023 17:30
8364 LPK;SUV;DACIA;Duster;SERVICIOS GENERALES;BIFUELA/BIFUEL;PLG+GASOLINA/GLP+GASOLINA;0;01/03/2022;;PROPIEDAD;;28/02/2023 17:30;28/02/2023 17:30
8366 LPK;SUV;DACIA;Duster;SERVICIOS GENERALES;BIFUELA/BIFUEL;PLG+GASOLINA/GLP+GASOLINA;0;01/03/2022;;PROPIEDAD;;28/02/2023 17:30;28/02/2023 17:30
8565 LRP;Turismo;DACIA;Sandero;SERVICIOS GENERALES;BIFUELA/BIFUEL;PLG+GASOLINA/GLP+GASOLINA;0;01/03/2022;;PROPIEDAD;;28/02/2023 17:30;28/02/2023 17:30
8566 LRP;Turismo;DACIA;Sandero;SERVICIOS GENERALES;BIFUELA/BIFUEL;PLG+GASOLINA/GLP+GASOLINA;0;01/03/2022;;PROPIEDAD;;28/02/2023 17:30;28/02/2023 17:30
4589 LRN;Turismo;DACIA;Sandero;SERVICIOS GENERALES;BIFUELA/BIFUEL;PLG+GASOLINA/GLP+GASOLINA;0;01/03/2022;;PROPIEDAD;;28/02/2023 17:30;28/02/2023 17:30
8367 LPK;SUV;DACIA;Duster;SERVICIOS GENERALES;BIFUELA/BIFUEL;PLG+GASOLINA/GLP+GASOLINA;0;01/03/2022;;PROPIEDAD;;28/02/2023 17:30;28/02/2023 17:30
6009 LLW;Furgoneta;DACIA;Dokker;SERVICIOS GENERALES;BIFUELA/BIFUEL;PLG+GASOLINA/GLP+GASOLINA;0;01/03/2022;;PROPIEDAD;;28/02/2023 17:30;28/02/2023 17:30
6073 GKP;Furgoneta;PEUGEOT;Partner;SERVICIOS GENERALES;DIESELA/DIESEL; ;0;01/03/2022;;PROPIEDAD;;28/02/2023 17:30;28/02/2023 17:30
7900 MBG;Furgoneta;RENAULT;Traffic;SERVICIOS GENERALES;DIESELA/DIESEL; ;0;01/03/2022;;PROPIEDAD;;28/02/2023 17:30;28/02/2023 17:30
1853 GDN;SUV;LAND ROVER;Defender;SERVICIOS GENERALES;DIESELA/DIESEL; ;0;01/03/2022;;PROPIEDAD;;28/02/2023 17:30;28/02/2023 17:30
4499 MBL;SUV;DACIA;Duster;SERVICIOS GENERALES;BIFUELA/BIFUEL;PLG+GASOLINA/GLP+GASOLINA;0;01/03/2022;;PROPIEDAD;;28/02/2023 17:30;28/02/2023 17:30
7451 MBP;Furgoneta;RENAULT;Traffic;SERVICIOS GENERALES;DIESELA/DIESEL; ;0;01/03/2022;;PROPIEDAD;;28/02/2023 17:30;28/02/2023 17:30
4062 MCH;Turismo;RENAULT;Clio;SERVICIOS GENERALES;BIFUELA/BIFUEL;PLG+GASOLINA/GLP+GASOLINA;1.787;01/03/2022;;RENTING;;28/02/2023 17:30;28/02/2023 17:30
4108 MCH;Turismo;RENAULT;Clio;SERVICIOS GENERALES;BIFUELA/BIFUEL;PLG+GASOLINA/GLP+GASOLINA;3.790;01/03/2022;;RENTING;;28/02/2023 17:30;28/02/2023 17:30
4190 MCH;Turismo;RENAULT;Clio;SERVICIOS GENERALES;BIFUELA/BIFUEL;PLG+GASOLINA/GLP+GASOLINA;3.317;01/03/2022;;RENTING;;28/02/2023 17:30;28/02/2023 17:30
7769 MCJ;Turismo;RENAULT;Clio;SERVICIOS GENERALES;BIFUELA/BIFUEL;PLG+GASOLINA/GLP+GASOLINA;3.370;01/03/2022;;RENTING;;28/02/2023 17:30;28/02/2023 17:30
7783 MCJ;Turismo;RENAULT;Clio;SERVICIOS GENERALES;BIFUELA/BIFUEL;PLG+GASOLINA/GLP+GASOLINA;10.600;01/03/2022;;RENTING;;28/02/2023 17:30;28/02/2023 17:30
0670 MCR;Turismo;RENAULT;Clio;SERVICIOS GENERALES;BIFUELA/BIFUEL;PLG+GASOLINA/GLP+GASOLINA;614;01/03/2022;;RENTING;;28/02/2023 17:30;28/02/2023 17:30
2846 MCN;Turismo;RENAULT;Clio;SERVICIOS GENERALES;BIFUELA/BIFUEL;PLG+GASOLINA/GLP+GASOLINA;1.632;01/03/2022;;RENTING;;28/02/2023 17:30;28/02/2023 17:30
0615 MCR;Turismo;RENAULT;Clio;SERVICIOS GENERALES;BIFUELA/BIFUEL;PLG+GASOLINA/GLP+GASOLINA;4.915;01/03/2022;;RENTING;;28/02/2023 17:30;28/02/2023 17:30
0653 MCR;Turismo;RENAULT;Clio;SERVICIOS GENERALES;BIFUELA/BIFUEL;PLG+GASOLINA/GLP+GASOLINA;1.370;01/03/2022;;RENTING;;28/02/2023 17:30;28/02/2023 17:30
3139 MCR;Turismo;RENAULT;Clio;SERVICIOS GENERALES;BIFUELA/BIFUEL;PLG+GASOLINA/GLP+GASOLINA;1.778;01/03/2022;;RENTING;;28/02/2023 17:30;28/02/2023 17:30
0640 MCR;Turismo;RENAULT;Clio;SERVICIOS GENERALES;BIFUELA/BIFUEL;PLG+GASOLINA/GLP+GASOLINA;1.056;01/01/2023;;RENTING;;28/02/2023 17:30;28/02/2023 17:30
0851 MCR;Turismo;RENAULT;Clio;SERVICIOS GENERALES;BIFUELA/BIFUEL;PLG+GASOLINA/GLP+GASOLINA;1.100;01/01/2023;;RENTING;;28/02/2023 17:30;28/02/2023 17:30
